IMAGE	IMAGE
♡	恋人専用とあるだけあるね♡|ふんふん♡|あら♡|おかえりなさい♡|いってらっしゃい♡|お昼ごはんはみんなで食べてきました♡|また一緒に呑もうね♡|おやすみ諒さん♡|田辺さんに送っていただきました♡|お風呂いってきます！そのあと、諒さんと話したいなあ♡|はあああい♡|のろけたねー♡|ありがとうっ。おやすみなさい♡|おはよう♡|朝起こすよっ♡|おやすみ♡|ありがとう♡|わくわくしながら寝ます♡|あさって！♡|お仕事もがんばってね♡|諒さんおはよう♡|おそめさんいい顔してるねー♡みんな楽しそうだー|いっぱいお風呂セット入ってる！੭ु⁾⁾♡|起きて顔洗います♡|おやすみなさい♡|おやすみなさい諒さん♡|ナシたくさん送ってくれてありがとうございます੭ु⁾⁾♡|はーい♡|いてらっしゃい♡|わー、眼福♡|諒さんありがとう♡|だいすきやにー！いい夢見てね♡|はい♡|うんっ、また明日♡|もちろん♡|諒さんすきすき♡|♡|おつかれさま♡|ありがと♡15分うんそれくらい|6時ぴったりのに乗るから15分でお願いしますね♡|22時新宿西口到着予定です♡|はいっ♡|まてない♡もう駅着いたー。|結局待ってた♡|諒さんしかいないから、安心してね♡|いってきます♡|おつかれさま！ありがとう♡|おかげさまで！すっごく楽しめました♡|6人で飲んでます♡|おつかれさまっ♡|無駄にクリスマスお休みです♡|おつかれさま。あやすみなさい♡|猿田彦さん、現金書留で20万申込書送ってね♡とのことでした、|素敵！ありがとう♡|がんばって♡|ありがと♡|同じ値段で、ランク上のトリートメントして頂きました♡|すき♡|うん♡|そろそろあえるー♡|私もそう思ってたところ♡|ねっ♡
ら	スタンプもらぶらぶだー|ら、来週だった…|ららぱーく
い	すごーい|あーい！
諒	諒さんどこで知ったの？|諒さんにする前に|お髭生やしたいって言った時の私の諒さんイメージ|私も諒さん好き！|諒さん諒さん|あっ、諒さん写真かわった！|諒さんの？|諒さんこんにちは！|諒さん|諒さんかっこいいよ|あのね、諒さん|諒さんがぐれた！|大学生だった諒さん|諒さんいってらっしゃい|おやすみなさい、諒さん|諒さんいってらっしゃいっ！|諒さんも1週間おつかれさま|諒さんすきっ♥︎|諒さんは買えた？|母さん「まぁ、諒くん♡？」|おやすみ諒さん♡|諒さんもいってらっしゃい|諒さん諒さん、|諒くんに聞いて！ってw|諒さんくらいなら飛ばされそー|諒さんのも期待していいの？|諒さんも消しますね|諒さんも消しておいてね|諒さんが好きそうだなぁって|さすが諒さん！|諒さんっ京都のお宿の名前と場所を田邊さんに聞かれたので教えてくださいっ|諒さん、会えてもすぐに言えないから先に言いますね。|諒さん大好きです|諒さんも明日からお仕事だしゆっくりね|本当だ諒さんのプロフ変わってる！|諒さんおやすみ|諒さんおはよう|諒さん、ぎゅー|おやすみなさい諒|諒さんはなせる？|諒さん♥︎|お風呂いってきます！そのあと、諒さんと話したいなあ♡|諒さんおきてー|諒さんっ|大好きよ、諒さん|ううん、諒さんは謝らないのっ|おはよう諒さん|こんばんは諒さん|諒さん今日もかわいいです|ありがとう！諒さん|諒さんとご飯いいなぁ！|諒さんかと思ったw|諒さんも運転おつかれー！|諒さん！ちょっと話せる？|諒さん、今週末だね|諒さんおつかれさまー|諒さんおかえり|わからないけど、諒さんがんばって|諒さん！2日間ありがとう|また諒さんにちゅーしてもらいたい|おつかれさま諒さん！|諒さんおはようっ|あら、ゆっくりやね諒さん|諒さんもおつかれさま！もう少しがんばって！|そっか！諒さんもファイト！|おやすみなさい諒さんっ|諒さん何かあったの？|ううん！諒さん愚痴らないから溜め込んでないかいつも思ってるよ|諒さんがインしてないよー？|諒さんすきだよー|おつかれさま！諒さん|諒さんおはよう♡|諒さんおつかれさまですっ！|諒さんのおばあちゃん、ほんとに人が良さそう|諒さん背高い！！|諒さんにっこりしてる/////|諒さんに癒されたい|諒さん、珍しい苗字の人周りに多いね|おはよう諒さん！|おはよっ！諒さん|諒さん、今日は残業だった？|酔いどれ諒さん|諒さんにも食べてもらいたいわっ|諒さんすきっ♥︎♥︎|いってきます！諒さんもいってらっしゃい！|諒さんも引き締める|諒さんいんしてる？|おやすみなさい諒さん♡|諒さんもおつかれさま！|諒さんおかえり！|諒さんおはよう！|いってきます！諒さんもいってらっしゃい|諒さん、おつかれさま！|諒さんもおつかれさまー！|諒さん好きっ|うん！おやすみなさい。諒さん|今朝兄ちゃんのことを諒さんって間違えて呼んじゃったよ|父親がディズニー行こうかな…なんて言ってきたので、多分諒さんに興味持ってるんだろうなぁ|おはよー！諒さん|諒さんももう少ししてからいってらっしゃい|諒さんぎゅうー|うぅ、諒さん話したかったよおお|諒さんもいってらっしゃい！|はやく、ゆったり諒さんとお話したいよ|諒さんもがんばったね！|諒さん帰り気をつけてね！|諒さん！この山を越えたら！|おやすみい、諒さん|諒さんおかえりー！|そういえば、家族も見てることに気づいてツーショット、諒さんの写真はあげませんでした|おはよー諒さん|諒さんもおつかれさまっ|諒さんもお昼から頑張ってね|いってらっしゃい諒さん|諒さんおつかれさまっ！|うーーん、兄は現実を見せてくれて非常に私も辛いんだ。諒さんも家族も比べられないくらい大切|諒さんもしっかり寝てねっ|おやすみ、諒さん|諒さん好きそう↑|諒さんのイメージ合うよー。茶色って木とか優しい感じがする|諒さんけっこう酔ってたからねー|諒さん可愛かったー♪|うん！諒さんもおやすみなさい♥︎|お！強気の諒さん|なんだか諒さんモコモコになりそうw|諒さんにいやしを！|気をつけてね！諒さん！|諒さんいってらっしゃい？|諒さんも朝からおつかれさま！|諒さん、だいすきやよ|諒くんおはよ|おやすみ諒さん。|諒さんおつかれさま！|諒さんも楽しんできてね|心配ならついて来てもらっても良いのよ諒さんよりお姉さんなのだ。神奈川の人なのです。|諒さん、ありがとう|諒さんなにしてるの？|動画私もみたいぞ、諒さん！|諒さんもおかえり！|諒さん、大好きよ？|おやすみなさい、諒さんあったかくしてね|gドライブ、私のフォルダも諒さんに共有したよー！|諒さんさっぱりだね|諒さんにはいく度となく仕留められてます…|おはよう！諒さん|諒さん、いってらっしゃい|諒さんも毎日がんばってるからね！|諒さんありがとう♡|諒さんたくさん頑張ってもらったからね|ありがとう！諒さんもおつかれさまっ|いや、隣に諒さん居なくて|早めに行こうかなー？って22日行ったら23日諒さんお休み？|あとは、諒くんがどんな人か会いたい。とのことです|諒さん出社？|諒さん食べたいものあるかな？|おはよう諒さん二度寝してました|諒さんも良かったって思える現場で嬉しいね|おー！さすが諒さん|諒さんはなにするの？|ちょうど諒さんのこと考えてたよー|諒さん羊だった|諒さんとも、お昼食べましょう？って言ってたわ|夜は諒さんとも話せないし、見たい番組も無いので|諒さん、今夜話せる？体調どうかな？|初めての場所だし、どこかしらスタイルや方法とかを変えてく必要があるって諒さんが感じたんだよ。|諒さん、すきっ|諒さんぎゅー|うん、帰ったらクタクタだろうから、諒さんしっかり寝てね|諒さんありがと❤︎|ありがと諒さんもおつかれさまっ|諒さんすきやに|煙草吸ってるって聞いたけど、普段吸わない諒さんだから何かあったのかなぁ、って|諒さんすきすき♡|諒さん、お馬さんいたよー|諒さん、大好きやよ|諒さんもおかえりなさい土日おつかれさまでした！|さすが諒さん|おやすみ諒さん|諒さん話せたら話したいよー|おやすみ、諒さん。我慢しすぎないでね。|おやすみ諒さん❤︎|ただいま。お風呂入って寝ます。おやすみ諒さん|早く諒さんに来てもらってよかった。|諒さん、金曜は金杉に泊まるの？|通信制限でライン使えないから諒さんから、お母さんへお伝えください|諒さんやっさしー！|諒さんすごい！|帰るってカッコよくなった諒さん見るの楽しみ|諒さん船橋？|諒さん、大好きだよ|諒さんしかいないから、安心してね♡|諒さん、我が家のPCのOSってなんだっけ？|土曜の昼は？諒さん出てる間に|あ、諒さんが出る前ね|ありがとう。諒さん|いつの間に！さすが諒さん|仕事帰りなのに、すごくわくわくする！諒さんありがとう|諒さん文字入力中の表示だったから、なにかなーって|諒さんー|流石諒さん！|それは私からは言えないので諒さん頼んだ！|諒さんて昭和何年生まれ？|でもバスが43分まで来ないから諒さんと時間合うかな？|諒さん、帰りにケンタお願いします！|諒さんのが早かったねー|行きませんか！？諒さん|諒くんどこいるー？|いま帰りだー。諒さんも気をつけてね|お肉買い忘れた！諒さん、帰りに豚肉買える？|諒さんはいってらっしゃい！|ありがと！諒さんあいしてるー！！|諒さんも気をつけて|諒さん頑張ってるし私もルノアールで少しお勉強してから帰ります|諒さんは朝にしてるじゃん！私は帰りに時間あるから有用活用できないかなぁ◞ と思いまして|はい！諒さんもね|諒さんの|ぱちお君から、諒さんの写真が欲しいって|諒さんは食べた？|諒さんー。タクシー乗ったけど現金のみで支払い大ピンチ|さすが諒さん！決めたね|諒さんは帰り道気をつけてね！おやすみなさい|ボルボレッタから電話、メールで諒さんの着物確認漏れ|諒さんもうでちゃう、|やや、自分ばっかり。諒さん２日目おつかれさまっ！！|どこで諒さんと合流するの？|諒さんの方が早そう|流石諒さん！バグ無かったんや|諒さんも気をつけてねー|諒さん、ご飯作ってください|諒さんはいつ頃着くかな？|風は吹いてないから、昨日よりマシだよー。諒さんも気をつけていってらっしゃ〜い|なんと！諒さんはリハーサルじゃなくて、サイトオープン上手くいったのね！|諒さんはなんじごろ？|諒さん、クリーニングはまだ大丈夫？|諒さん済ませてるならひとりで食べて帰ろうか？|諒さんも足首大丈夫かな？|諒さんの会社からメール確認して欲しい！って連絡ありました|あとゆうメールが諒さん宛に|諒さんがくる前に段取りました|諒さんのよていは？|ありがとう諒さん😊|うん。諒さんの声もちょっと聞きたい気持ちもあるんだけどね（＾_＾）|諒さんもちゃんと食べてねー！|おやすみなさい😘諒さんも夜更かししすぎないようにね
どこ	諒さんどこで知ったの？|どこ行ってきたの？|初めての場所だし、どこかしらスタイルや方法とかを変えてく必要があるって諒さんが感じたんだよ。|どこー？|どこ？かな|うん、りょうさんどこー？|どこかなー？いい本見つかった？|諒くんどこいるー？|どこか食べに行きたいです|どこか食べに行こうー|どこで諒さんと合流するの？|どこか食べいく？|どこも基本的に予約はなくても早めに行けば良さげ
コム	コムよりもいいねw送り間違えないし//
w	コムよりもいいねw送り間違えないし//|Facebookで友達候補のプロフィール画像だったの、本人か芸能人かわからないw|こっちは感覚が冴えましたw|笑っちゃたw愛されてるww|うんwアニメはやっぱり割愛されてるから細かいところが分かったり、愛着が湧いたキャラから死んじゃうから辛いw|ちょいちょいシモネタとか、他の漫画ネタが入ってるw|占い師にフィッシュをくわえたクレイジーキャットを裸足で追いかけるビックフットがお前の守護霊って言われたw|先生には見えないように箱を立ててました！自分からしか見えないw|最近のアプリ怖いw|いえ！加工し過ぎて原形とどめてませんw無理ですw|間違えたw|うん！w|面白い写真これくらいしかない(；´Д`Aって言いながら送ってくれたよw|諒くんに聞いて！ってw|それお気に入り？w|ふいーってしてたのにw|いまシャワー浴びてメイクしてるところw|シャンブルスポット伊勢w|たぶんねw|正解wマーキュリーだよ〜|ツイッターでドジっ子描いてーって言われてたからwあわあわしてるのww|あぁw作中にもネコ出てくるけどね(；´▽`A|うん、間違えたw|みたかったなー酔っぱらいしおんちゃんw|ねw|顔文字がいつもと違うw|しおんちゃん頑張って！w|さっきお父さんに説明するのに家系図かきましたw|補足情報で伝えようかw|だと思いましたよw|服はセーラームーン戦士だよw|マーズ実写は北川玲子がしてたよw|写真使ってくれてるのねw|諒さんかと思ったw|にてるかもねw|えーw|それはなんか響く言葉だねw|作成はおとーさん。私は盛り付けだけねw|浦野ヘラヘラするなーwって森本さんにずっと言われてたw|かのさんw|田邊は、かなさんw|動画かと思ってびっくりしたよw|多分見せないw|もっとバカップルにならないと無理だねーw|家にいたら沸かすのにねw|あ、さっきの話ねw|さてはしおんちゃん酔ってるな！w|緑は友達に刷り込まれた気がするw|なんだか諒さんモコモコになりそうw|あついよー？w|前からハロウィンのお菓子のお話してて、お互い送り合おうか？って話まではなってたんだけど、本名と住所がね〜wって私が濁してたから、つい思いつきで話してしまったの|スパークリングじゃないから飲みにくいw|転職サイトだったwけど、案内してもらえそう。新小岩〜船橋駅の間で希望しました|ここまでは回るんだけど、最期がなかなかw|けっこうガチャガチャやったけど、苦手みたいw|あのはんぺんみたいな奴の方がまだ、怖くないw|うんwスマホ変えたら前のスタンプ消えちゃってて|ふふっwってなった|ブレてるw|いま変えたwラーメン|あるあるw|ボケに体張りすぎ…w|ううん。ちょっと心配になってきたからw|あんまり変わらなかったねw私もいまお家着いたー！|まあまあ降ってたw|まぁまぁ。低血糖でちょっと疲れたけど、休日申請しなきゃだし、どのみち出社するw|コンタクトにするにもまず眼鏡からって言われたw|胃もたれ、、ラーメン、、大丈夫かな…？w|電話びっくりしたw|なんか、遠距離時代を思い出すよw|あららー。私も本持ってきたけど読む気起こらないやw|配膳は他のお客さんたちがしてくれてびっくりしたw|乗れなかったw|すっかり忘れてたよ💦思い出せたw|ガン見しますよ！やりづらいw|http://www.ai-w.com/smart/|飲み直す？w|看護相談は保留でまた眼科きましたw
\/\/	コムよりもいいねw送り間違えないし//|あ、ちがう//|やめて//
テスト	明日のテストは大丈夫|明日テストだよー|明日はテストないー|明日でテスト折り返しだぁぁ|明日のテスト終わったら話したい|もう一人のテストモデルさん|あさってはテストです|ささってもテストだからあさっても話せません|テストあるのよ|明日テストなので、明日なら話せるよ|明日と明後日テスト|来週は毎日テスト|はい。色塗ってない平日は学校でテスト三昧です|1限目テストがんばるね|テストノー勉で78点だった！
大丈夫	明日のテストは大丈夫|筋肉痛大丈夫かな？|うん！大丈夫よ|いつものりょうさんで大丈夫よ|大丈夫ですノ|大丈夫かな？|そうだけど、まとめ終わったら大丈夫|千葉の地震大丈夫だった？|東京雷とか聞いたけど大丈夫？？|雨大丈夫かな？|大丈夫だったよ|自転車大丈夫かな？帰り道気をつけてね！|新幹線は大丈夫そう？|大丈夫でした！|ふむ、なら大丈夫かな|二日酔い大丈夫かな？|大丈夫？|おおお、大丈夫？|頭痛はおさまったし、たぶん大丈夫！|大丈夫！？歯？|お迎え大丈夫だけど、まってるね|どちらでも大丈夫！|ほんとにまなみたちは昼から曇りなら行くとかいうのでもう決まらないからそちらに行くことにします。7時半にマンションのしたに車でつくようにしたいけど大丈夫かな？渋滞してたらわからないけど|体調大丈夫？|うん！大丈夫！|どちらの名前も出してるから大丈夫|伊勢市駅のお迎えは今日と同じ場所で大丈夫？|胃もたれ、、ラーメン、、大丈夫かな…？w|はーい！晩ごはんも大丈夫ね|大丈夫ー、|晩ごはん大丈夫ね？|お弁当大丈夫だった？|大丈夫そうかな|お昼休憩でごはんもしっかり食べたし大丈夫|大丈夫だった？|大丈夫ー。|大丈夫！|体調？大丈夫？|諒さん、クリーニングはまだ大丈夫？|諒さんも足首大丈夫かな？|これで、大丈夫だね🙆|大丈夫だとあもう|今夜は大丈夫、かな
風呂	はーい！お風呂後で入るー。|お風呂入って寝ます|お風呂入ってた|お風呂入ってくるね|おつかれさま！お風呂上がったよー|お風呂入って寝ようかな|お風呂はいります|お風呂いってきます。|お風呂あがったー|お風呂あがった！|お風呂入ろうっ？|お風呂いってきます！そのあと、諒さんと話したいなあ♡|お風呂入らなきゃ|お風呂いってきます|お風呂上がりました|私はお風呂出たところだからちょうどいいかも|帰ったらすぐお風呂入ってな|お風呂入ってくるー|いっぱいお風呂セット入ってる！੭ु⁾⁾♡|お風呂から出なくなるよ〜|お風呂いってます！|お風呂でぐっすり寝ちゃった！|お風呂いってらっしゃい♪|お風呂あがったよー|お風呂ははいってあるー|あとお風呂入るだけ|お風呂はいってから？|お、お風呂！|ご飯食べ終わって、お風呂入ります|お風呂はいってきます|お風呂先に親がはいってていまになりました|お風呂あがったー。明日の準備をします！|お風呂あがりー|お風呂いまからはいります|いまからお風呂|お風呂はいってからかな？|いまお風呂あがったよー|お風呂！|ただいま。お風呂入って寝ます。おやすみ諒さん|いまお風呂あがりました|お風呂上がったところでした！|お風呂上がり少し話せたらいいなあ|お風呂入ってました|無事に帰って、お風呂入りましたー！|お風呂の日だったから私どすっぴんだわ…|お風呂はいってた|お風呂でたところ|先にお風呂いただきます！
いつ	いつでもかけて|たかしさんいつぐらいに伊勢にくるかな？|いつでもどーぞ！|いんするからいつでもかけて|いつでも！まってたよ〜|はい！いつでも！|いつでも話せます|休憩に入りました。いつでもかけて。|いつでもどーぞ|いつでも！了解です|いつでも|いつでもいいよ|おかえり！いつでもどうぞ|こっちはいつでも。|いつでもかけてー
パブロン	パブロン飲んだら鼻止まったよ
鼻	パブロン飲んだら鼻止まったよ
甥	甥っ子のおもりー|甥っ子ちゃんたちみてました|甥っ子ちゃんが来てるからまだ話せない
おもり	甥っ子のおもりー
太もも	太ももを枕代わりにされました|太もも枕した子はぐっすり寝ちゃった笑
枕	太ももを枕代わりにされました
代わり	太ももを枕代わりにされました
子	太もも枕した子はぐっすり寝ちゃった笑|この子、男の子だし|逆転裁判の子|そうそう！ツインテールと、9:1分けの子|「この子、食べちゃだめだよ。僕が食べるからね」って！
笑	太もも枕した子はぐっすり寝ちゃった笑|かのさんにイタズラされました！笑|そういう能力かな(笑|あらー？半分まで想像であと半分は写真みたんだけどな笑|友達に書かれた笑|いざという時はわたしが！笑|そこの恋みくじで「高望みするべからず」って出て、当時アランさんにファンレター出したところだったから衝撃的な思い出なんさ笑|しおんちゃん寝てるやん笑|賑やかだったからねー少し疲れた笑|そう考えないと、笑|あと足腰痛いね笑|見てから返すん∑笑|さあ？笑|なんでだろーねわざとじゃないのはわかったよ笑|隣の席の女性、職場同じかも(笑|ダービー見るってお客さんもテレビ見てる(笑|おはよ(笑|ヤラシイ(笑|なにそれ！笑|まだ病院にいます笑|やめる口実を考えてもらったりしてた(笑
